"","appeal","issue","neg","par","opp","id_extr","new","medium","from","as_is","comp_is","date","poll","jor_int","as_is_perc"
"135","En dat is wat ik mis bij andere partijen","gov",1,"sp",1,3.96,0,"ts","pauwjinek",1,1,2017-03-14,-11.85,1,"6.67"
"136","Ik hoop oprecht dat partijen in het midden geen meerderheid gaan halen met de VVD","gov",1,"sp",1,3.96,0,"ts","pauwjinek",1,1,2017-03-14,-11.85,1,"6.67"
"137","Niemand wil in een rechtse polonaise meelopen   dat wil jesse nietdat wil ik ook niet niet","gov",0,"pvda",0,1.36,0,"ts","pauwjinek",0,0,2017-03-14,-70.48,1,"0"
"138","Wij kiezen voor een centrumlinkse variant","gov",0,"gl",1,2.63,0,"ts","pauwjinek",1,1,2017-03-14,317.6,1,"2.44"
"139","Ik denk dat ik hier wel wat goede ideeen aan kan reiken want het is niet zo dat de gevestigde orde overloopt van goede ideeen","norm",1,"fvd",1,4.3,1,"ts","pauwjinek",NA,NA,2017-03-10,NA,1,NA
"140","Ik denk dat ik hier wel wat goede ideeen aan kan reiken want het is niet zo dat de gevestigde orde overloopt van goede ideeen","norm",0,"fvd",1,4.3,1,"ts","pauwjinek",NA,NA,2017-03-10,NA,1,NA
"141","Wij hebben als FVD de wet bescherming nederlands waarden gepresenteerd","norm",0,"fvd",1,4.3,1,"ts","pauwjinek",NA,NA,2017-03-10,NA,1,NA
"142","Vijf dingen daar marchanderen we niet mee  die moet iedereen aanvaarden","norm",0,"fvd",1,4.3,1,"ts","pauwjinek",NA,NA,2017-03-10,NA,1,NA
"143","Het partijkartel bestaat op het binnenhof  dat bestaat uit de gevestigde machtspartijen","gov",1,"fvd",1,4.3,1,"ts","pauwjinek",NA,NA,2017-03-10,NA,1,NA
"144","Die ronddraaiende baantjescaroussel","gov",1,"fvd",1,4.3,1,"ts","pauwjinek",NA,NA,2017-03-10,NA,1,NA
"145","Wij vullen de ruimte op tussen de kartelpartijen en de PVV","gov",1,"fvd",1,4.3,1,"np","volkskrant",NA,NA,2017-03-10,NA,2,NA
"146","Wij vullen de ruimte op tussen de kartelpartijen en de PVV","gov",0,"fvd",1,4.3,1,"np","volkskrant",NA,NA,2017-03-10,NA,2,NA
"147","Er is een patstelling ontstaan doordat Wilders niet constructief genoeg werkt.","gov",1,"fvd",1,4.3,1,"np","volkskrant",NA,NA,2017-03-10,NA,2,NA
"148","Bovenal pleit hij voor het invoeren van het bindend referendum  zodat het volk 'zijn stem terugkrijgt'.","gov",0,"fvd",1,4.3,1,"np","volkskrant",NA,NA,2017-03-10,NA,2,NA
"149","We willen gewoon een ziekteverzekering voor iedereen","health",0,"sp",1,3.96,0,"np","volkskrant",32,50,2017-02-20,-11.85,2,"47.05"
"150","Want de liberalen koesteren die 'dure en bureaucratische marktwerking en commercie in de zorg' en zouden het eigen risico het liefst willen verhogen tot 500 euro. 'We maken een front tegen het rechtse afbraakbeleid van Rutte.'","health",1,"sp",1,3.96,0,"np","volkskrant",32,50,2017-02-20,-11.85,2,"47.05"
"151","Want de liberalen koesteren die 'dure en bureaucratische marktwerking en commercie in de zorg' en zouden het eigen risico het liefst willen verhogen tot 500 euro. 'We maken een front tegen het rechtse afbraakbeleid van Rutte.'","health",1,"sp",1,3.96,0,"np","volkskrant",32,50,2017-02-20,-11.85,2,"47.05"
"152","Want de liberalen koesteren die 'dure en bureaucratische marktwerking en commercie in de zorg' en zouden het eigen risico het liefst willen verhogen tot 500 euro. 'We maken een front tegen het rechtse afbraakbeleid van Rutte.'","health",1,"sp",1,3.96,0,"np","volkskrant",32,50,2017-02-20,-11.85,2,"47.05"
"153","Want de liberalen koesteren die 'dure en bureaucratische marktwerking en commercie in de zorg' en zouden het eigen risico het liefst willen verhogen tot 500 euro. 'We maken een front tegen het rechtse afbraakbeleid van Rutte.'","health",1,"sp",1,3.96,0,"np","volkskrant",32,50,2017-02-20,-11.85,2,"47.05"
"154","De lonen omhoog.","social",0,"sp",1,3.96,0,"np","volkskrant",33,-4,2017-03-07,-11.85,2,"39.29"
"155","Heel veel economen zeggen dat het beleid van Rutte I en -II desastreuze gevolgen heeft gehad voor de werkgelegenheid.  voor de zekerheid.  voor de economie","econ",1,"sp",1,3.96,0,"np","volkskrant",5,-14,2017-03-07,-11.85,2,"10"
"156","Wij zeggen: na de kaalslag is een inhaalslag nodig","econ",1,"sp",1,3.96,0,"np","volkskrant",5,-14,2017-03-07,-11.85,2,"10"
"157","Wij zeggen: na de kaalslag is een inhaalslag nodig","econ",0,"sp",1,3.96,0,"np","volkskrant",5,-14,2017-03-07,-11.85,2,"10"
"158","We verhogen het minimumloon met 10 procent. Als je de bodem in een loongebouw verhoogt  dan gaat de rest automatisch meebewegen.'","social",0,"sp",1,3.96,0,"np","volkskrant",33,-4,2017-03-07,-11.85,2,"39.29"
"159","De VVD gaat geloof ik naar 74 jaar. Met alle respect  ik zie iemand van 74 niet achter de betonmolen staan.'","social",1,"sp",1,3.96,0,"np","volkskrant",33,-4,2017-03-07,-11.85,2,"39.29"
"160","Een aantal jaren geleden waren wij de enige die protesteerden tegen die boete op ziek zijn","health",0,"sp",1,3.96,0,"np","volkskrant",32,50,2017-03-07,-11.85,2,"47.05"
"161","Ook heel veel partijen zeggen inmiddels met ons dat de marktwerking in de zorg is doorgeslagen. Dat is een gigantische overwinning waar ik apetrots op ben.'","health",0,"sp",1,3.96,0,"np","volkskrant",32,50,2017-03-07,-11.85,2,"47.05"
"162","Als het nodig is  verhogen we het budget","econ",0,"sp",1,3.96,0,"np","volkskrant",5,-14,2017-03-07,-11.85,2,"10"
"163","De afgelopen dertig jaar heeft het VVD-denken de politiek gedomineerd. Een mentaliteit van ieder voor zich en winsten boven mensen.","norm",1,"sp",1,3.96,0,"np","volkskrant",2,5,2017-03-07,-11.85,2,"1.5"
"164","De afgelopen dertig jaar heeft het VVD-denken de politiek gedomineerd. Een mentaliteit van ieder voor zich en winsten boven mensen.","entrep",1,"sp",1,3.96,0,"np","volkskrant",0,0,2017-03-07,-11.85,2,"0"
"165","Echte verandering komt er niet zolang partijen het VVD-denken blijven omarmen","gov",1,"sp",1,3.96,0,"np","volkskrant",1,1,2017-03-07,-11.85,2,"6.67"
"166","daarom geven wij de garantie dat een stem op de SP niet leidt tot een kabinet met de VVD.","gov",0,"sp",1,3.96,0,"np","volkskrant",1,1,2017-03-07,-11.85,2,"6.67"
"167","Meneer Asscher  de huren zijn de afgelopen jaren met bijna 30 procent gestegen mede doordat u woningcorporaties een flinke heffing laat betalen","housing",1,"sp",1,3.96,0,"np","volkskrant",8,7,2017-03-07,-11.85,2,"30.77"
"168","In de Stemwijzer zegt u dat u deze heffing wilt afschaffen  maar in uw doorrekening laat u de heffing voor 90 procent overeind. Hoe eerlijk is dat naar de huurders?'","housing",1,"sp",1,3.96,0,"np","volkskrant",8,7,2017-03-07,-11.85,2,"30.77"
"169","Hij riep op het Malieveld (waar in 1918 een veel drukkere manifestatie was gehouden) dat de PvdA door te regeren met de VVD heel links had ’verkwanseld'","norm",1,"sp",1,3.96,0,"np","telegraaf",2,5,2017-02-25,-11.85,2,"1.5"
"170","Mensen die de islam misbruiken voor macht.  geweld en terreur kan je niet hard genoeg aanpakken. Dat is ook de reden dat wij – het meeste van allemaal – willen investeren in veiligheid. Ook om radicalisering op te sporen","imm",0,"sp",1,3.96,0,"np","telegraaf",4,-12,2017-03-08,-11.85,2,"3.7"
"171","Mensen die de islam misbruiken voor macht.  geweld en terreur kan je niet hard genoeg aanpakken. Dat is ook de reden dat wij – het meeste van allemaal – willen investeren in veiligheid. Ook om radicalisering op te sporen","imm",0,"sp",1,3.96,0,"np","telegraaf",4,-12,2017-03-08,-11.85,2,"3.7"
"172","De PvdA en GroenLinks laten de deur op een kier voor een kabinet met de VVD","gov",1,"sp",1,3.96,0,"np","telegraaf",1,1,2017-03-08,-11.85,2,"6.67"
"173","„De PvdA en GroenLinks laten de deur op een kier voor een kabinet met de VVD. Dat doen wij niet","gov",0,"sp",1,3.96,0,"np","telegraaf",1,1,2017-03-08,-11.85,2,"6.67"
"174","Ik denk daarnaast dat Klaver op het terrein van milieu doorslaat. Hij raakt mensen heel hard in de portemonnee. Neem zijn spitsheffing. Dat is een ordinaire filebelasting voor gewone mensen. Wat is daar nou sociaal en groen aan?","econ",1,"sp",1,3.96,0,"np","telegraaf",5,-14,2017-03-08,-11.85,2,"10"
"175","Ik denk daarnaast dat Klaver op het terrein van milieu doorslaat. Hij raakt mensen heel hard in de portemonnee. Neem zijn spitsheffing. Dat is een ordinaire filebelasting voor gewone mensen. Wat is daar nou sociaal en groen aan?","econ",1,"sp",1,3.96,0,"np","telegraaf",5,-14,2017-03-08,-11.85,2,"10"
"176","Ik denk daarnaast dat Klaver op het terrein van milieu doorslaat. Hij raakt mensen heel hard in de portemonnee. Neem zijn spitsheffing. Dat is een ordinaire filebelasting voor gewone mensen. Wat is daar nou sociaal en groen aan?","econ",1,"sp",1,3.96,0,"np","telegraaf",5,-14,2017-03-08,-11.85,2,"10"
"177","Ik denk daarnaast dat Klaver op het terrein van milieu doorslaat. Hij raakt mensen heel hard in de portemonnee. Neem zijn spitsheffing. Dat is een ordinaire filebelasting voor gewone mensen. Wat is daar nou sociaal en groen aan?","econ",1,"sp",1,3.96,0,"np","telegraaf",5,-14,2017-03-08,-11.85,2,"10"
"178","Ik denk daarnaast dat Klaver op het terrein van milieu doorslaat. Hij raakt mensen heel hard in de portemonnee. Neem zijn spitsheffing. Dat is een ordinaire filebelasting voor gewone mensen. Wat is daar nou sociaal en groen aan? Daar kies ik niet voor.”","environ",0,"sp",1,3.96,0,"np","telegraaf",1,1,2017-03-08,-11.85,2,"1.04"
"179","Of je kunt de economie zo aanjagen dat er meer binnenkomt. En dan doen wij  bijvoorbeeld door het midden- en kleinbedrijf aan te jagen.”","econ",0,"sp",1,3.96,0,"np","telegraaf",5,-14,2017-03-08,-11.85,2,"10"
"180","Wij trekken recht wat hoofdzakelijk onder verantwoordelijkheid van de VVD is kromgetrokken'","econ",1,"sp",1,3.96,0,"np","volkskrant",5,-14,2017-02-17,-11.85,2,"10"
"181","Wij trekken recht wat hoofdzakelijk onder verantwoordelijkheid van de VVD is kromgetrokken'","econ",0,"sp",1,3.96,0,"np","volkskrant",5,-14,2017-02-17,-11.85,2,"10"
"182","Emile Roemer wil kinderopvang vier dagdelen gratis beschikbaar stellen zodat vaders én moeders werken en zorgen kunnen combineren","social",0,"sp",1,3.96,0,"np","telegraaf",33,-4,2017-03-08,-11.85,2,"39.29"
"183","de PvdA wil 'nieuwe  eerlijke spelregels'  zodat iedereen meeprofiteert van de economische opleving","social",0,"pvda",0,1.36,0,"np","volkskrant",29,10,2017-02-24,-70.48,2,"34.53"
"184","Asscher waarschuwde deze week voor het eerst voor de plannen van Jesse Klaver  tot dusver de grote rivaal op links. Jeroen Dijsselbloem deed er een schepje bovenop ('ontwrichtend') en ook Dijksma noemde gisteren GroenLinks' milieubelastingen een risico","environ",1,"pvda",0,1.36,0,"np","volkskrant",1,0,2017-02-24,-70.48,2,"1.04"
"185","Asscher waarschuwde deze week voor het eerst voor de plannen van Jesse Klaver  tot dusver de grote rivaal op links. Jeroen Dijsselbloem deed er een schepje bovenop ('ontwrichtend') en ook Dijksma noemde gisteren GroenLinks' milieubelastingen een risico","environ",1,"pvda",0,1.36,0,"np","volkskrant",1,0,2017-02-24,-70.48,2,"1.04"
"186","Asscher waarschuwde deze week voor het eerst voor de plannen van Jesse Klaver  tot dusver de grote rivaal op links. Jeroen Dijsselbloem deed er een schepje bovenop ('ontwrichtend') en ook Dijksma noemde gisteren GroenLinks' milieubelastingen een risico","econ",1,"pvda",0,1.36,0,"np","volkskrant",8,-30,2017-02-24,-70.48,2,"16"
"187","De werkloosheid spoot omhoog. Maar we hebben nooit de uitkeringen ontkoppeld.  het jeugdloon ging omhoog.  we legden de topinkomens aan banden.  namen de schoonmakers weer in dienst.","social",0,"pvda",0,1.36,0,"np","telegraaf",29,10,2017-03-02,-70.48,2,"34.53"
"188","De werkloosheid spoot omhoog. Maar we hebben nooit de uitkeringen ontkoppeld.  het jeugdloon ging omhoog.  we legden de topinkomens aan banden.  namen de schoonmakers weer in dienst.","social",0,"pvda",0,1.36,0,"np","telegraaf",29,10,2017-03-02,-70.48,2,"34.53"
"189","De werkloosheid spoot omhoog. Maar we hebben nooit de uitkeringen ontkoppeld.  het jeugdloon ging omhoog.  we legden de topinkomens aan banden.  namen de schoonmakers weer in dienst.","social",0,"pvda",0,1.36,0,"np","telegraaf",29,10,2017-03-02,-70.48,2,"34.53"
"190","De werkloosheid spoot omhoog. Maar we hebben nooit de uitkeringen ontkoppeld.  het jeugdloon ging omhoog.  we legden de topinkomens aan banden.  namen de schoonmakers weer in dienst.","social",0,"pvda",0,1.36,0,"np","telegraaf",29,10,2017-03-02,-70.48,2,"34.53"
"191","Asscher prijst zijn plan aan voor gesubsidieerde arbeid. „Precies voor deze mensen  die anders vergeten dreigen te worden.”","social",0,"pvda",0,1.36,0,"np","telegraaf",29,10,2017-03-02,-70.48,2,"34.53"
"192","Neem ons voorstel om eerder dan de AOW-leeftijd te stoppen met werken. Het kost geld  maar daar hebben we een goede onderbouwing voor","social",0,"pvda",0,1.36,0,"np","telegraaf",29,10,2017-02-25,-70.48,2,"34.53"
"193","Vandaar natuurlijk ook dat PvdA-lijsttrekker Asscher verhalen rondstrooit dat het GroenLinksprogram op een aantal punten de werkelijkheid verdoezelt. V","environ",1,"pvda",0,1.36,0,"np","telegraaf",1,0,2017-02-25,-70.48,2,"1.04"
"194","Lijsttrekker Asscher nam de bal over. Hij zei zondag dat duurzaamheid bij GroenLinks een ’prestigeproject’ geworden was. Met als nabrander dat ’heel veel Nederlanders daar de rekening voor betalen’.","environ",1,"pvda",0,1.36,0,"np","telegraaf",1,0,2017-02-25,-70.48,2,"1.04"
"195","Lijsttrekker Asscher nam de bal over. Hij zei zondag dat duurzaamheid bij GroenLinks een ’prestigeproject’ geworden was. Met als nabrander dat ’heel veel Nederlanders daar de rekening voor betalen’.","environ",1,"pvda",0,1.36,0,"np","telegraaf",1,0,2017-02-25,-70.48,2,"1.04"
"196","Partijleider Asscher noemt het verkiezingsprogramma van GroenLinks 'niet sociaal' PvdA-minister Dijsselbloem van Financiën spreekt van 'ontwrichtende pla","social",1,"pvda",0,1.36,0,"np","volkskrant",29,10,2017-02-20,-70.48,2,"34.53"
"197","Partijleider Asscher noemt het verkiezingsprogramma van GroenLinks 'niet sociaal' PvdA-minister Dijsselbloem van Financiën spreekt van 'ontwrichtende plannen'","social",1,"pvda",0,1.36,0,"np","volkskrant",29,10,2017-02-20,-70.48,2,"34.53"
"198","Wij willen als PvdA dat gewone mensen naar hun werk kunnen. Maar dat kan met de plannen van GroenLinks niet mee","mobility",1,"pvda",0,1.36,0,"np","volkskrant",0,0,2017-02-20,-70.48,2,"0"
"199","Wij willen als PvdA dat gewone mensen naar hun werk kunnen. Maar dat kan met de plannen van GroenLinks niet mee","mobility",0,"pvda",0,1.36,0,"np","volkskrant",0,0,2017-02-20,-70.48,2,"0"
"200","De gewone man gaat er in de maand te veel op achteruit (me tplannen van GL). Dat is niet sociaal","social",1,"pvda",0,1.36,0,"np","volkskrant",29,10,2017-02-20,-70.48,2,"34.53"
"201","De gewone man gaat er in de maand te veel op achteruit (Met GL plannen). Dat is niet sociaal","econ",1,"pvda",0,1.36,0,"np","volkskrant",8,-30,2017-02-20,-70.48,2,"16"
"202","Dat GroenLinks zwaar inzet op milieubeleid is geen verrassing. Maar als Jesse Klaver pleit voor verandering  dan blijkt hij ontwrichting te bedoelen","environ",1,"pvda",0,1.36,0,"np","volkskrant",1,0,2017-02-20,-70.48,2,"1.04"
"203","Ik zou een nieuwe deal in Europa sluiten. Eerlijke spelregels voor migratie en eerlijke belastingen. Dat zou geweldig helpen. In Nederland wil ik zorgen voor het beste onderwijs voor onze kinderen.'","eu",0,"pvda",0,1.36,0,"np","volkskrant",4,-8,2017-03-11,-70.48,2,"5.8"
"204","Ik zou een nieuwe deal in Europa sluiten. Eerlijke spelregels voor migratie en eerlijke belastingen. Dat zou geweldig helpen. In Nederland wil ik zorgen voor het beste onderwijs voor onze kinderen.'","imm",0,"pvda",0,1.36,0,"np","volkskrant",20,-56,2017-03-11,-70.48,2,"18.52"
"205","Ik zou een nieuwe deal in Europa sluiten. Eerlijke spelregels voor migratie en eerlijke belastingen. Dat zou geweldig helpen. In Nederland wil ik zorgen voor het beste onderwijs voor onze kinderen.'","econ",0,"pvda",0,1.36,0,"np","volkskrant",8,-30,2017-03-11,-70.48,2,"16"
"206","Ik zou een nieuwe deal in Europa sluiten. Eerlijke spelregels voor migratie en eerlijke belastingen. Dat zou geweldig helpen. In Nederland wil ik zorgen voor het beste onderwijs voor onze kinderen.'","edu",0,"pvda",0,1.36,0,"np","volkskrant",2,0,2017-03-11,-70.48,2,"2.6"
"207","Wij trekken 10 miljard uit om innovatie te bevorderen. Gaandeweg zullen we nieuwe mogelijkheden vinden","entrep",0,"pvda",0,1.36,0,"np","volkskrant",0,0,2017-03-11,-70.48,2,"0"
"208","Wij trekken 10 miljard uit om innovatie te bevorderen. Gaandeweg zullen we nieuwe mogelijkheden vinden","entrep",0,"pvda",0,1.36,0,"np","volkskrant",0,0,2017-03-11,-70.48,2,"0"
"209","We nemen ook heel lastige maatregelen.","gov",0,"pvda",0,1.36,0,"np","volkskrant",0,0,2017-03-11,-70.48,2,"0"
"210","Met onze plannen voor de komende vier jaar en de maatregelen die we in de jaren daarna gaan nemen  denken we de doelstellingen te halen","environ",0,"pvda",0,1.36,0,"np","volkskrant",1,0,2017-03-11,-70.48,2,"1.04"
"211","Met onze plannen voor de komende vier jaar en de maatregelen die we in de jaren daarna gaan nemen  denken we de doelstellingen te halen","environ",0,"pvda",0,1.36,0,"np","volkskrant",1,0,2017-03-11,-70.48,2,"1.04"
"212","Het is een megaprestatie dat we de afgelopen jaren voor stabiliteit hebben gezorgd  maar dat heb ik niet in m'n eentje gedaan","gov",0,"pvda",0,1.36,0,"np","volkskrant",0,0,2017-03-11,-70.48,2,"0"
"213","We hebben er de afgelopen jaren in economisch zwaar weer voor gekozen om de uitkeringen niet te ontkoppelen en te verlagen. Nu wil de VVD alsnog de uitkeringen aanzienlijk verlagen  hoewel het helemaal niet nodig is","social",1,"pvda",0,1.36,0,"np","volkskrant",29,10,2017-03-11,-70.48,2,"34.53"
"214","Ze willen ook de enorme blunder begaan door het ontslagrecht te versoepelen","social",1,"pvda",0,1.36,0,"np","volkskrant",29,10,2017-03-11,-70.48,2,"34.53"
"215","Nederland heeft een sterke sociaal-democratie nodig. Tot en met 15 maart zal ik me drie slagen in de rondte werken om dat te bereiken.'","norm",0,"pvda",0,1.36,0,"np","volkskrant",1,4,2017-03-11,-70.48,2,"0.75"
"216","Mijn opvattingen over arbeidsmigratie   over globalisering. de arbeidsmarkt.  over herverdeling en belastingheffing zijn juist bedoeld om mensen weer de zekerheid te geven die ze door de globalisering zijn kwijtgeraakt.","imm",0,"pvda",0,1.36,0,"np","volkskrant",20,-56,2017-03-11,-70.48,2,"18.52"
"217","Mijn opvattingen over arbeidsmigratie   over globalisering. de arbeidsmarkt.  over herverdeling en belastingheffing zijn juist bedoeld om mensen weer de zekerheid te geven die ze door de globalisering zijn kwijtgeraakt.","jobs",0,"pvda",0,1.36,0,"np","volkskrant",16,36,2017-03-11,-70.48,2,"40"
"218","Mijn opvattingen over arbeidsmigratie   over globalisering. de arbeidsmarkt.  over herverdeling en belastingheffing zijn juist bedoeld om mensen weer de zekerheid te geven die ze door de globalisering zijn kwijtgeraakt.","jobs",0,"pvda",0,1.36,0,"np","volkskrant",16,36,2017-03-11,-70.48,2,"40"
"219","Mijn opvattingen over arbeidsmigratie   over globalisering. de arbeidsmarkt.  over herverdeling en belastingheffing zijn juist bedoeld om mensen weer de zekerheid te geven die ze door de globalisering zijn kwijtgeraakt.","econ",0,"pvda",0,1.36,0,"np","volkskrant",8,-30,2017-03-11,-70.48,2,"16"
"220","Mijn opvattingen over arbeidsmigratie   over globalisering. de arbeidsmarkt.  over herverdeling en belastingheffing zijn juist bedoeld om mensen weer de zekerheid te geven die ze door de globalisering zijn kwijtgeraakt.","econ",0,"pvda",0,1.36,0,"np","volkskrant",8,-30,2017-03-11,-70.48,2,"16"
"221","De PvdA maakt bovendien van de verhuurdersheffing een instrument om meer woningen te bouwen.","housing",0,"pvda",0,1.36,0,"np","volkskrant",7,3,2017-03-11,-70.48,2,"26.92"
"222","Verder creëren wij een Rijksfonds voor Wonen  waarmee straks jaarlijks 500 miljoen meer beschikbaar komt voor investeringen in nieuwe huizen","housing",0,"pvda",0,1.36,0,"np","volkskrant",7,3,2017-03-11,-70.48,2,"26.92"
"223","PvdA-leider Lodewijk Asscher laakt vooral de groene plannen van de partij. Net als minister Dijsselbloem (Financiën) uitte hij scherpe kritiek op de ’ontwrichtende’ manier waarop GroenLinks milieumaatregelen wil doorvoeren.","environ",1,"pvda",0,1.36,0,"np","telegraaf",1,0,2017-02-20,-70.48,2,"1.04"
